name,episode,link,pic,season,genre,rank
Hungry Heart: Wild Striker,52,https://myanimelist.net/anime/17/Hungry_Heart__Wild_Striker,https://cdn.myanimelist.net/images/anime/12/49655.jpg,Fall 2002,Slice of Life Comedy Sports Shounen,1399
Inu x Boku SS Special,1,https://myanimelist.net/anime/13403/Inu_x_Boku_SS_Special,https://cdn.myanimelist.net/images/anime/10/41927.jpg,OVA ONA SPECIAL,Comedy Supernatural Shounen,1400
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,1,https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen_OVA,https://cdn.myanimelist.net/images/anime/1027/115055.jpg,OVA ONA SPECIAL,Comedy Ecchi School Seinen,1401
"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",1,https://myanimelist.net/anime/8532/Katekyo_Hitman_Reborn_Vongola_Family_Soutoujou_Vongola_Shiki_Shuugakuryokou_Kuru,https://cdn.myanimelist.net/images/anime/7/27088.jpg,OVA ONA SPECIAL,Comedy Shounen,1402
Love Live! Nijigasaki Gakuen School Idol Doukoukai,13,https://myanimelist.net/anime/40879/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai,https://cdn.myanimelist.net/images/anime/1393/109203.jpg,Fall 2020,Music Slice of Life School,1403
Love Live! Sunshine!! 2nd Season,13,https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season,https://cdn.myanimelist.net/images/anime/13/88322.jpg,Fall 2017,Music School Slice of Life,1404
Mashiro no Oto,12,https://myanimelist.net/anime/42590/Mashiro_no_Oto,https://cdn.myanimelist.net/images/anime/1841/111554.jpg,Spring 2021,Drama Music School Shounen Slice of Life,1405
Minami-ke Okaeri,13,https://myanimelist.net/anime/5162/Minami-ke_Okaeri,https://cdn.myanimelist.net/images/anime/10/11458.jpg,Winter 2009,Slice of Life Comedy School,1406
Mitsudomoe,13,https://myanimelist.net/anime/7627/Mitsudomoe,https://cdn.myanimelist.net/images/anime/12/53947.jpg,Summer 2010,Comedy School Slice of Life,1407
Aa! Megami-sama! Movie,1,https://myanimelist.net/anime/304/Aa_Megami-sama_Movie,https://cdn.myanimelist.net/images/anime/5/71211.jpg,OVA ONA SPECIAL,Comedy Magic Romance Seinen Supernatural,1408
Baka to Test to Shoukanjuu,13,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu,https://cdn.myanimelist.net/images/anime/3/50389.jpg,Winter 2010,Comedy Romance School Super Power,1409
Basilisk: Kouga Ninpou Chou,24,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,https://cdn.myanimelist.net/images/anime/11/6793.jpg,Spring 2005,Action Adventure Historical Supernatural Romance Samurai Fantasy,1410
Black Jack 21,17,https://myanimelist.net/anime/2214/Black_Jack_21,https://cdn.myanimelist.net/images/anime/2/24046.jpg,Spring 2006,Action Drama,1411
Chuunibyou demo Koi ga Shitai! Ren,12,https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren,https://cdn.myanimelist.net/images/anime/7/56643.jpg,Winter 2014,Comedy Drama Romance School Slice of Life,1412
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,1,https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita,https://cdn.myanimelist.net/images/anime/3/32729.jpg,OVA ONA SPECIAL,Sci-Fi Comedy Parody,1413
Denpa-teki na Kanojo,2,https://myanimelist.net/anime/5177/Denpa-teki_na_Kanojo,https://cdn.myanimelist.net/images/anime/1722/111810.jpg,OVA ONA SPECIAL,Mystery Thriller School,1414
Giant Killing,26,https://myanimelist.net/anime/7661/Giant_Killing,https://cdn.myanimelist.net/images/anime/13/30191.jpg,Spring 2010,Sports Drama Seinen,1415
Hello World,1,https://myanimelist.net/anime/38816/Hello_World,https://cdn.myanimelist.net/images/anime/1147/112650.jpg,OVA ONA SPECIAL,Sci-Fi Drama Romance,1416
Hello! Lady Lynn,36,https://myanimelist.net/anime/2405/Hello_Lady_Lynn,https://cdn.myanimelist.net/images/anime/4/16819.jpg,Spring 1988,Drama Shoujo,1417
Hokuto no Ken: Raoh Gaiden Gekitou-hen,1,https://myanimelist.net/anime/2174/Hokuto_no_Ken__Raoh_Gaiden_Gekitou-hen,https://cdn.myanimelist.net/images/anime/9/29678.jpg,OVA ONA SPECIAL,Action Adventure Martial Arts Romance,1418
Hoshi wo Ou Kodomo,1,https://myanimelist.net/anime/9760/Hoshi_wo_Ou_Kodomo,https://cdn.myanimelist.net/images/anime/4/29684.jpg,OVA ONA SPECIAL,Adventure Romance Fantasy,1419
Initial D Battle Stage,1,https://myanimelist.net/anime/821/Initial_D_Battle_Stage,https://cdn.myanimelist.net/images/anime/2/13168.jpg,OVA ONA SPECIAL,Action Cars Drama Seinen Sports,1420
InuYasha Movie 1: Toki wo Koeru Omoi,1,https://myanimelist.net/anime/452/InuYasha_Movie_1__Toki_wo_Koeru_Omoi,https://cdn.myanimelist.net/images/anime/1683/94370.jpg,OVA ONA SPECIAL,Action Adventure Comedy Historical Demons Supernatural Drama Magic Romance Fantasy Shounen,1421
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,12,https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu,https://cdn.myanimelist.net/images/anime/1579/113812.jpg,Winter 2020,Action Game Sci-Fi Adventure Comedy Fantasy,1422
Kuroko no Basket: Baka ja Katenai no yo!,1,https://myanimelist.net/anime/19669/Kuroko_no_Basket__Baka_ja_Katenai_no_yo,https://cdn.myanimelist.net/images/anime/1148/96321.jpg,OVA ONA SPECIAL,Sports Comedy School Shounen,1423
Majo Minarai wo Sagashite,1,https://myanimelist.net/anime/39585/Majo_Minarai_wo_Sagashite,https://cdn.myanimelist.net/images/anime/1937/110713.jpg,OVA ONA SPECIAL,Comedy Drama Shoujo,1424
Mitsudomoe: Oppai Ippai Mama Genki,1,https://myanimelist.net/anime/9396/Mitsudomoe__Oppai_Ippai_Mama_Genki,https://cdn.myanimelist.net/images/anime/8/26045.jpg,OVA ONA SPECIAL,Slice of Life Comedy School,1425
Mobile Fighter G Gundam,49,https://myanimelist.net/anime/96/Mobile_Fighter_G_Gundam,https://cdn.myanimelist.net/images/anime/1596/92392.jpg,Spring 1994,Adventure Comedy Drama Martial Arts Mecha Romance Sci-Fi Space Sports,1426
Persona 3 the Movie 1: Spring of Birth,1,https://myanimelist.net/anime/14407/Persona_3_the_Movie_1__Spring_of_Birth,https://cdn.myanimelist.net/images/anime/6/55287.jpg,OVA ONA SPECIAL,Action Supernatural Fantasy,1427
Raison d'être,1,https://myanimelist.net/anime/40569/Raison_dêtre,https://cdn.myanimelist.net/images/anime/1989/103550.jpg,OVA ONA SPECIAL,Music,1428
Re:Creators,22,https://myanimelist.net/anime/34561/Re_Creators,https://cdn.myanimelist.net/images/anime/11/85469.jpg,Spring 2017,Action Sci-Fi Fantasy Mecha,1429
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1,https://myanimelist.net/anime/46/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Ishinshishi_e_no_Chinkonka,https://cdn.myanimelist.net/images/anime/4/47845.jpg,OVA ONA SPECIAL,Samurai Historical Drama Shounen,1430
Tonari no Seki-kun,21,https://myanimelist.net/anime/18139/Tonari_no_Seki-kun,https://cdn.myanimelist.net/images/anime/9/55489.jpg,Winter 2014,Comedy School Seinen,1431
Xiao Lu He Xiao Lan,72,https://myanimelist.net/anime/38250/Xiao_Lu_He_Xiao_Lan,https://cdn.myanimelist.net/images/anime/1670/93590.jpg,OVA ONA SPECIAL,Game Sci-Fi Slice of Life Comedy Drama Magic School Shounen Ai,1432
Yama no Susume: Third Season,13,https://myanimelist.net/anime/35672/Yama_no_Susume__Third_Season,https://cdn.myanimelist.net/images/anime/1070/93809.jpg,Summer 2018,Adventure Comedy Slice of Life,1433
Muteki-kyuu*Believer / Mirai Harmony,1,https://myanimelist.net/anime/42889/Muteki-kyuuBeliever___Mirai_Harmony,https://cdn.myanimelist.net/images/anime/1325/110517.jpg,OVA ONA SPECIAL,Music,1434
Nanatsu no Taizai OVA,2,https://myanimelist.net/anime/30347/Nanatsu_no_Taizai_OVA,https://cdn.myanimelist.net/images/anime/1973/97505.jpg,OVA ONA SPECIAL,Action Adventure Supernatural Magic Fantasy Shounen,1435
Ojiisan no Lamp,1,https://myanimelist.net/anime/10500/Ojiisan_no_Lamp,https://cdn.myanimelist.net/images/anime/9/76455.jpg,OVA ONA SPECIAL,Drama Historical,1436
Planetarian: Chiisana Hoshi no Yume,5,https://myanimelist.net/anime/33091/Planetarian__Chiisana_Hoshi_no_Yume,https://cdn.myanimelist.net/images/anime/11/80753.jpg,OVA ONA SPECIAL,Sci-Fi Drama,1437
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1,https://myanimelist.net/anime/36286/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow,https://cdn.myanimelist.net/images/anime/1081/95707.jpg,OVA ONA SPECIAL,Drama Fantasy,1438
Ruru-chan no Jisatsu Haishin,1,https://myanimelist.net/anime/41164/Ruru-chan_no_Jisatsu_Haishin,https://cdn.myanimelist.net/images/anime/1722/105731.jpg,OVA ONA SPECIAL,Music,1439
Saki Achiga-hen: Episode of Side-A Specials,4,https://myanimelist.net/anime/15989/Saki_Achiga-hen__Episode_of_Side-A_Specials,https://cdn.myanimelist.net/images/anime/8/45084.jpg,OVA ONA SPECIAL,Game Slice of Life School,1440
Shin Tennis no Ouji-sama,13,https://myanimelist.net/anime/11371/Shin_Tennis_no_Ouji-sama,https://cdn.myanimelist.net/images/anime/10/33591.jpg,Winter 2012,Action Comedy Shounen Sports,1441
Shoukoku no Altair,24,https://myanimelist.net/anime/34547/Shoukoku_no_Altair,https://cdn.myanimelist.net/images/anime/3/86751.jpg,Summer 2017,Military Adventure Historical Drama Fantasy Shounen,1442
So Ra No Wo To,12,https://myanimelist.net/anime/6802/So_Ra_No_Wo_To,https://cdn.myanimelist.net/images/anime/7/81654.jpg,Winter 2010,Military Sci-Fi Music Slice of Life,1443
Sword Art Online: Alicization,24,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization,https://cdn.myanimelist.net/images/anime/1993/93837.jpg,Fall 2018,Action Game Adventure Romance Fantasy,1444
Tada-kun wa Koi wo Shinai,13,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai,https://cdn.myanimelist.net/images/anime/1446/91841.jpg,Spring 2018,Comedy Romance Slice of Life,1445
Tamayura: More Aggressive,12,https://myanimelist.net/anime/15731/Tamayura__More_Aggressive,https://cdn.myanimelist.net/images/anime/3/53895.jpg,Summer 2013,Comedy Drama Slice of Life,1446
The Perfect World,1,https://myanimelist.net/anime/37370/The_Perfect_World,https://cdn.myanimelist.net/images/anime/1336/90731.jpg,OVA ONA SPECIAL,Music,1447
To LOVE-Ru Darkness 2nd OVA,3,https://myanimelist.net/anime/31380/To_LOVE-Ru_Darkness_2nd_OVA,https://cdn.myanimelist.net/images/anime/13/76320.jpg,OVA ONA SPECIAL,Sci-Fi Harem Comedy Romance Ecchi School Shounen,1448
Yama no Susume: Second Season,24,https://myanimelist.net/anime/21435/Yama_no_Susume__Second_Season,https://cdn.myanimelist.net/images/anime/10/56595.jpg,Summer 2014,Adventure Comedy Slice of Life,1449
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,1,https://myanimelist.net/anime/34374/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_1_-_Tomodachi,https://cdn.myanimelist.net/images/anime/5/86481.jpg,OVA ONA SPECIAL,Slice of Life Drama Magic Fantasy,1450
D-Frag!,12,https://myanimelist.net/anime/20031/D-Frag,https://cdn.myanimelist.net/images/anime/1662/112108.jpg,Winter 2014,Game Comedy School Seinen,1451
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1,https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta,https://cdn.myanimelist.net/images/anime/1015/93675.jpg,OVA ONA SPECIAL,Action Adventure Comedy Fantasy Sci-Fi Shounen,1452
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1,https://myanimelist.net/anime/986/Dragon_Ball_Z_Special_1__Tatta_Hitori_no_Saishuu_Kessen,https://cdn.myanimelist.net/images/anime/8/3303.jpg,OVA ONA SPECIAL,Adventure Comedy Fantasy Sci-Fi Shounen,1453
Drifters (OVA),2,https://myanimelist.net/anime/36480/Drifters_OVA,https://cdn.myanimelist.net/images/anime/1027/97819.jpg,OVA ONA SPECIAL,Action Adventure Comedy Fantasy Historical Samurai Seinen,1454
Durarara!!x2 Ten: Onoroke Chakapoko,1,https://myanimelist.net/anime/31552/Durararax2_Ten__Onoroke_Chakapoko,https://cdn.myanimelist.net/images/anime/3/76082.jpg,OVA ONA SPECIAL,Action Mystery Supernatural,1455
Fullmetal Alchemist: The Conqueror of Shamballa,1,https://myanimelist.net/anime/430/Fullmetal_Alchemist__The_Conqueror_of_Shamballa,https://cdn.myanimelist.net/images/anime/1707/94039.jpg,OVA ONA SPECIAL,Military Comedy Historical Drama Fantasy Shounen,1456
Ginga Tetsudou 999 (Movie),1,https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie,https://cdn.myanimelist.net/images/anime/3/50505.jpg,OVA ONA SPECIAL,Sci-Fi Adventure Space Drama Fantasy,1457
Hataraku Saibou Black (TV),13,https://myanimelist.net/anime/41694/Hataraku_Saibou_Black_TV,https://cdn.myanimelist.net/images/anime/1837/110799.jpg,Winter 2021,Action Drama Seinen,1458
Hayate no Gotoku!,52,https://myanimelist.net/anime/2026/Hayate_no_Gotoku,https://cdn.myanimelist.net/images/anime/7/73932.jpg,Spring 2007,Action Harem Comedy Parody Romance Shounen,1459
Hokuto no Ken 2,43,https://myanimelist.net/anime/1356/Hokuto_no_Ken_2,https://cdn.myanimelist.net/images/anime/11/4120.jpg,Spring 1987,Action Super Power Drama Martial Arts,1460
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,1,https://myanimelist.net/anime/37501/Hug_tto_Precure♡Futari_wa_Precure_Movie__All_Stars_Memories,https://cdn.myanimelist.net/images/anime/1538/93935.jpg,OVA ONA SPECIAL,Action Fantasy Magic Shoujo,1461
Isshuukan Friends.,12,https://myanimelist.net/anime/21327/Isshuukan_Friends,https://cdn.myanimelist.net/images/anime/6/61891.jpg,Spring 2014,Slice of Life Comedy School Shounen,1462
Kemono Friends,12,https://myanimelist.net/anime/33089/Kemono_Friends,https://cdn.myanimelist.net/images/anime/2/83518.jpg,Winter 2017,Adventure Comedy Fantasy,1463
Kidou Keisatsu Patlabor the Movie,1,https://myanimelist.net/anime/1095/Kidou_Keisatsu_Patlabor_the_Movie,https://cdn.myanimelist.net/images/anime/5/74786.jpg,OVA ONA SPECIAL,Drama Mecha Military Police,1464
Kidou Keisatsu Patlabor: New OVA,16,https://myanimelist.net/anime/1289/Kidou_Keisatsu_Patlabor__New_OVA,https://cdn.myanimelist.net/images/anime/1183/96504.jpg,OVA ONA SPECIAL,Sci-Fi Comedy Police Mecha,1465
Majo no Tabitabi,12,https://myanimelist.net/anime/40571/Majo_no_Tabitabi,https://cdn.myanimelist.net/images/anime/1802/108501.jpg,Fall 2020,Adventure Magic Fantasy,1466
Afro Samurai Movie,1,https://myanimelist.net/anime/13709/Afro_Samurai_Movie,https://cdn.myanimelist.net/images/anime/8/38065.jpg,OVA ONA SPECIAL,Action Adventure Samurai,1467
Ani ni Tsukeru Kusuri wa Nai! 4,12,https://myanimelist.net/anime/42238/Ani_ni_Tsukeru_Kusuri_wa_Nai_4,https://cdn.myanimelist.net/images/anime/1016/109604.jpg,OVA ONA SPECIAL,Slice of Life Comedy School,1468
Ao no Exorcist,25,https://myanimelist.net/anime/9919/Ao_no_Exorcist,https://cdn.myanimelist.net/images/anime/10/75195.jpg,Spring 2011,Action Demons Fantasy Shounen Supernatural,1469
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,1,https://myanimelist.net/anime/1240/Bishoujo_Senshi_Sailor_Moon_SuperS__Sailor_9_Senshi_Shuuketsu_Black_Dream_Hole_no_Kiseki,https://cdn.myanimelist.net/images/anime/1952/117493.jpg,OVA ONA SPECIAL,Drama Magic Shoujo,1470
Candy Candy,115,https://myanimelist.net/anime/2800/Candy_Candy,https://cdn.myanimelist.net/images/anime/4/35051.jpg,Fall 1976,Slice of Life Drama Shoujo,1471
Da Yu Hai Tang (Movie),1,https://myanimelist.net/anime/10259/Da_Yu_Hai_Tang_Movie,https://cdn.myanimelist.net/images/anime/5/83826.jpg,OVA ONA SPECIAL,Adventure Supernatural Drama Romance,1472
Doraemon Movie 07: Nobita to Tetsujin Heidan,1,https://myanimelist.net/anime/2665/Doraemon_Movie_07__Nobita_to_Tetsujin_Heidan,https://cdn.myanimelist.net/images/anime/10/72412.jpg,OVA ONA SPECIAL,Adventure Comedy Kids Fantasy Mecha Shounen,1473
Fantastic Children,26,https://myanimelist.net/anime/455/Fantastic_Children,https://cdn.myanimelist.net/images/anime/9/77062.jpg,Fall 2004,Adventure Fantasy Mystery Romance Sci-Fi Thriller,1474
Fate/kaleid liner Prisma☆Illya 3rei!!,12,https://myanimelist.net/anime/31706/Fate_kaleid_liner_Prisma☆Illya_3rei,https://cdn.myanimelist.net/images/anime/7/80834.jpg,Summer 2016,Action Comedy Magic Fantasy,1475
Free! Movie 1: Timeless Medley - Kizuna,1,https://myanimelist.net/anime/33845/Free_Movie_1__Timeless_Medley_-_Kizuna,https://cdn.myanimelist.net/images/anime/5/87930.jpg,OVA ONA SPECIAL,Drama School Slice of Life Sports,1476
Fugou Keiji: Balance:Unlimited,11,https://myanimelist.net/anime/41120/Fugou_Keiji__Balance_Unlimited,https://cdn.myanimelist.net/images/anime/1066/106556.jpg,Spring 2020,Mystery Comedy Police,1477
Gokinjo Monogatari,50,https://myanimelist.net/anime/852/Gokinjo_Monogatari,https://cdn.myanimelist.net/images/anime/11/18195.jpg,Fall 1995,Slice of Life Comedy Drama Romance Shoujo,1478
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,1,https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi,https://cdn.myanimelist.net/images/anime/5/90014.jpg,OVA ONA SPECIAL,Slice of Life Fantasy Seinen,1479
Happy Party Train,1,https://myanimelist.net/anime/35006/Happy_Party_Train,https://cdn.myanimelist.net/images/anime/11/84529.jpg,OVA ONA SPECIAL,Music,1480
Heroic Age,26,https://myanimelist.net/anime/2002/Heroic_Age,https://cdn.myanimelist.net/images/anime/12/50435.jpg,Spring 2007,Action Mecha Military Sci-Fi Space,1481
Hidamari Sketch Specials,2,https://myanimelist.net/anime/3165/Hidamari_Sketch_Specials,https://cdn.myanimelist.net/images/anime/9/14372.jpg,OVA ONA SPECIAL,Slice of Life Comedy School Seinen,1482
Hollowness,1,https://myanimelist.net/anime/39114/Hollowness,https://cdn.myanimelist.net/images/anime/1656/98599.jpg,OVA ONA SPECIAL,Music,1483
Ike! Ina-chuu Takkyuubu,26,https://myanimelist.net/anime/914/Ike_Ina-chuu_Takkyuubu,https://cdn.myanimelist.net/images/anime/10/25459.jpg,Spring 1995,Comedy Ecchi School Sports,1484
InuYasha Movie 4: Guren no Houraijima,1,https://myanimelist.net/anime/449/InuYasha_Movie_4__Guren_no_Houraijima,https://cdn.myanimelist.net/images/anime/1216/94369.jpg,OVA ONA SPECIAL,Action Adventure Comedy Historical Demons Supernatural Drama Magic Romance Fantasy Shounen,1485
Jigoku Sensei Nube,49,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube,https://cdn.myanimelist.net/images/anime/1938/106446.jpg,Spring 1996,Adventure Comedy Horror Romance School Shounen Supernatural,1486
Kaitou Saint Tail,43,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail,https://cdn.myanimelist.net/images/anime/6/46607.jpg,Fall 1995,Adventure Magic Romance Shoujo,1487
Kimagure Orange☆Road,48,https://myanimelist.net/anime/1087/Kimagure_Orange☆Road,https://cdn.myanimelist.net/images/anime/12/41339.jpg,Spring 1987,Comedy Drama Romance School Shounen Slice of Life Super Power,1488
Macross Zero,5,https://myanimelist.net/anime/194/Macross_Zero,https://cdn.myanimelist.net/images/anime/12/76289.jpg,OVA ONA SPECIAL,Adventure Mecha Military Sci-Fi Shounen,1489
Ongaku,1,https://myanimelist.net/anime/40331/Ongaku,https://cdn.myanimelist.net/images/anime/1822/112652.jpg,OVA ONA SPECIAL,Music Slice of Life,1490
Princess Principal: Crown Handler Movie 1,1,https://myanimelist.net/anime/37807/Princess_Principal__Crown_Handler_Movie_1,https://cdn.myanimelist.net/images/anime/1367/107247.jpg,OVA ONA SPECIAL,Action Mystery Historical,1491
R.O.D: The TV,26,https://myanimelist.net/anime/209/ROD__The_TV,https://cdn.myanimelist.net/images/anime/3/73350.jpg,Fall 2003,Action Sci-Fi Adventure Comedy Super Power Drama,1492
Sengoku Basara Ni,12,https://myanimelist.net/anime/6634/Sengoku_Basara_Ni,https://cdn.myanimelist.net/images/anime/6/80999.jpg,Summer 2010,Action Historical Super Power Martial Arts Samurai,1493
Shakugan no Shana III (Final),24,https://myanimelist.net/anime/6773/Shakugan_no_Shana_III_Final,https://cdn.myanimelist.net/images/anime/9/32539.jpg,Fall 2011,Action Supernatural Drama Romance Fantasy,1494
Shion no Ou,22,https://myanimelist.net/anime/2562/Shion_no_Ou,https://cdn.myanimelist.net/images/anime/5/74050.jpg,Fall 2007,Drama Game Mystery Thriller,1495
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,1,https://myanimelist.net/anime/1861/Slam_Dunk__Zenkoku_Seiha_Da_-_Sakuragi_Hanamichi,https://cdn.myanimelist.net/images/anime/12/31929.jpg,OVA ONA SPECIAL,Slice of Life Comedy Sports Drama School Shounen,1496
So Ra No Wo To Specials,2,https://myanimelist.net/anime/8197/So_Ra_No_Wo_To_Specials,https://cdn.myanimelist.net/images/anime/13/20884.jpg,OVA ONA SPECIAL,Military Music Sci-Fi Slice of Life,1497
Tian Bao Fuyao Lu,13,https://myanimelist.net/anime/40735/Tian_Bao_Fuyao_Lu,https://cdn.myanimelist.net/images/anime/1432/105225.jpg,OVA ONA SPECIAL,Action Historical Fantasy,1498
Toriko,147,https://myanimelist.net/anime/10033/Toriko,https://cdn.myanimelist.net/images/anime/1757/100671.jpg,Spring 2011,Action Adventure Comedy Fantasy Shounen,1499
Tsubasa Chronicle,26,https://myanimelist.net/anime/177/Tsubasa_Chronicle,https://cdn.myanimelist.net/images/anime/9/6555.jpg,Spring 2005,Action Adventure Fantasy Magic Romance Supernatural Shounen,1500
Tsuki ga Michibiku Isekai Douchuu,12,https://myanimelist.net/anime/43523/Tsuki_ga_Michibiku_Isekai_Douchuu,https://cdn.myanimelist.net/images/anime/1950/116474.jpg,Summer 2021,Action Adventure Comedy Fantasy,1501
Yamiyo,1,https://myanimelist.net/anime/39989/Yamiyo,https://cdn.myanimelist.net/images/anime/1389/101642.jpg,OVA ONA SPECIAL,Music,1502
Yuru Camp△ Specials,3,https://myanimelist.net/anime/37341/Yuru_Camp△_Specials,https://cdn.myanimelist.net/images/anime/1258/91059.jpg,OVA ONA SPECIAL,Slice of Life Comedy,1503
Special A,24,https://myanimelist.net/anime/3470/Special_A,https://cdn.myanimelist.net/images/anime/8/77363.jpg,Spring 2008,Comedy Romance School Shoujo,1504
Taiho Shichau zo (TV),47,https://myanimelist.net/anime/1372/Taiho_Shichau_zo_TV,https://cdn.myanimelist.net/images/anime/4/16767.jpg,Fall 1996,Action Comedy Police Seinen,1505
Tensura Nikki: Tensei shitara Slime Datta Ken,12,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken,https://cdn.myanimelist.net/images/anime/1182/114744.jpg,Spring 2021,Slice of Life Comedy Fantasy Shounen,1506
The Big O,26,https://myanimelist.net/anime/567/The_Big_O,https://cdn.myanimelist.net/images/anime/1/567.jpg,Fall 1999,Action Sci-Fi Mystery Psychological Mecha,1507
Tokyo Autumn Session,1,https://myanimelist.net/anime/41132/Tokyo_Autumn_Session,https://cdn.myanimelist.net/images/anime/1685/105598.jpg,OVA ONA SPECIAL,Music,1508
Towa no Quon 5: Souzetsu no Raifuku,1,https://myanimelist.net/anime/10716/Towa_no_Quon_5__Souzetsu_no_Raifuku,https://cdn.myanimelist.net/images/anime/3/34343.jpg,OVA ONA SPECIAL,Action Sci-Fi Super Power Supernatural,1509
"Yondemasu yo, Azazel-san. (TV)",13,https://myanimelist.net/anime/10216/Yondemasu_yo_Azazel-san_TV,https://cdn.myanimelist.net/images/anime/4/75284.jpg,Spring 2011,Comedy Supernatural Demons,1510
Aikatsu Stars!,100,https://myanimelist.net/anime/32717/Aikatsu_Stars,https://cdn.myanimelist.net/images/anime/12/78658.jpg,Spring 2016,Music School Shoujo Slice of Life,1511
Amaama to Inazuma,12,https://myanimelist.net/anime/32828/Amaama_to_Inazuma,https://cdn.myanimelist.net/images/anime/6/80546.jpg,Summer 2016,Comedy Slice of Life Seinen,1512
Cider no You ni Kotoba ga Wakiagaru,1,https://myanimelist.net/anime/39175/Cider_no_You_ni_Kotoba_ga_Wakiagaru,https://cdn.myanimelist.net/images/anime/1952/116031.jpg,OVA ONA SPECIAL,Music Slice of Life Romance,1513
Cike Wu Liuqi Fanwai,4,https://myanimelist.net/anime/38410/Cike_Wu_Liuqi_Fanwai,https://cdn.myanimelist.net/images/anime/1299/94969.jpg,OVA ONA SPECIAL,Action Mystery Comedy Super Power Drama Romance Martial Arts,1514
Date A Bullet: Dead or Bullet,1,https://myanimelist.net/anime/40416/Date_A_Bullet__Dead_or_Bullet,https://cdn.myanimelist.net/images/anime/1984/108425.jpg,OVA ONA SPECIAL,Action Sci-Fi,1515
Elfen Lied,13,https://myanimelist.net/anime/226/Elfen_Lied,https://cdn.myanimelist.net/images/anime/10/6883.jpg,Summer 2004,Action Horror Psychological Supernatural Drama Romance Seinen,1516
Fairy Tail: Final Series,51,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series,https://cdn.myanimelist.net/images/anime/1536/93863.jpg,Fall 2018,Action Adventure Comedy Magic Fantasy Shounen,1517
Final Fantasy VII: Advent Children - Venice Film Festival Footage,1,https://myanimelist.net/anime/6152/Final_Fantasy_VII__Advent_Children_-_Venice_Film_Festival_Footage,https://cdn.myanimelist.net/images/anime/9/13516.jpg,OVA ONA SPECIAL,Action Fantasy Drama Sci-Fi,1518
Free!: Dive to the Future Episode 0,1,https://myanimelist.net/anime/38027/Free__Dive_to_the_Future_Episode_0,https://cdn.myanimelist.net/images/anime/1386/93218.jpg,OVA ONA SPECIAL,School Slice of Life Sports,1519
Furiko,1,https://myanimelist.net/anime/13629/Furiko,https://cdn.myanimelist.net/images/anime/2/68985.jpg,OVA ONA SPECIAL,Music Slice of Life Drama Romance,1520
Fushigi no Umi no Nadia,39,https://myanimelist.net/anime/1251/Fushigi_no_Umi_no_Nadia,https://cdn.myanimelist.net/images/anime/2/52681.jpg,Spring 1990,Adventure Comedy Historical Romance Sci-Fi,1521
Girls & Panzer,12,https://myanimelist.net/anime/14131/Girls___Panzer,https://cdn.myanimelist.net/images/anime/9/40969.jpg,Fall 2012,Action Military Sports School,1522
