name,episode,link,pic,season,genre,rank
Peeping Life TV: Season 1??,12,https://myanimelist.net/anime/31549/Peeping_Life_TV__Season_1,https://cdn.myanimelist.net/images/anime/9/76469.jpg,Fall 2015,Comedy SliceofLife,9810
Kingyo Chuuihou!,54,https://myanimelist.net/anime/727/Kingyo_Chuuihou,https://cdn.myanimelist.net/images/anime/13/26657.jpg,Winter 1991,Comedy Kids Shoujo,4275
Shuumatsu no Walküre Mini Anime,?,https://myanimelist.net/anime/49507/Shuumatsu_no_Walküre_Mini_Anime,https://cdn.myanimelist.net/images/anime/1899/116794.jpg,OVA ONA SPECIAL,Comedy,12978
Mahou no Idol Pastel Yumi,25,https://myanimelist.net/anime/3660/Mahou_no_Idol_Pastel_Yumi,https://cdn.myanimelist.net/images/anime/7/43623.jpg,Spring 1986,Comedy Fantasy Kids Magic Shoujo,6871
Tai-Ari deshita.: Ojou-sama wa Kakutou Game nante Shinai,?,https://myanimelist.net/anime/46488/Tai-Ari_deshita__Ojou-sama_wa_Kakutou_Game_nante_Shinai,https://cdn.myanimelist.net/images/anime/1230/111237.jpg,OVA ONA SPECIAL,Game Comedy School Seinen ShoujoAi,Unranked
Gakumon!: Ookami Shoujo wa Kujikenai,3,https://myanimelist.net/anime/23499/Gakumon__Ookami_Shoujo_wa_Kujikenai,https://cdn.myanimelist.net/images/anime/10/79189.jpg,OVA ONA SPECIAL,Comedy School Shounen,6378
Toho Cinemas x Pokemon Go,2,https://myanimelist.net/anime/36836/Toho_Cinemas_x_Pokemon_Go,https://cdn.myanimelist.net/images/anime/10/89069.jpg,OVA ONA SPECIAL,Comedy,10131
Mobile Suit SD Gundam Mk V,3,https://myanimelist.net/anime/6792/Mobile_Suit_SD_Gundam_Mk_V,https://cdn.myanimelist.net/images/anime/6/15882.jpg,OVA ONA SPECIAL,Parody Comedy Mecha Sci-Fi,9605
Ogenki Clinic,3,https://myanimelist.net/anime/2469/Ogenki_Clinic,https://cdn.myanimelist.net/images/anime/6/59729.jpg,OVA ONA SPECIAL,Comedy Hentai Yuri,Unranked
Fairy Ngoo,4,https://myanimelist.net/anime/39708/Fairy_Ngoo,https://cdn.myanimelist.net/images/anime/1530/100559.jpg,OVA ONA SPECIAL,Music Comedy Demons Supernatural Fantasy,10771
Jewelpet Magical Change,39,https://myanimelist.net/anime/30030/Jewelpet_Magical_Change,https://cdn.myanimelist.net/images/anime/5/73970.jpg,Spring 2015,Comedy Fantasy Magic Shoujo,6681
Wind: A Breath of Heart,1,https://myanimelist.net/anime/2015/Wind__A_Breath_of_Heart,https://cdn.myanimelist.net/images/anime/10/26184.jpg,OVA ONA SPECIAL,Comedy School,8327
Da Wang Bu Gaoxing,12,https://myanimelist.net/anime/41286/Da_Wang_Bu_Gaoxing,https://cdn.myanimelist.net/images/anime/1003/106043.jpg,OVA ONA SPECIAL,Comedy Demons Magic Fantasy School,6459
Pia Carrot e Youkoso!! 2 DX,6,https://myanimelist.net/anime/215/Pia_Carrot_e_Youkoso_2_DX,https://cdn.myanimelist.net/images/anime/11/50781.jpg,OVA ONA SPECIAL,Comedy Romance,7331
Cinderella Girls Gekijou: Kayou Cinderella Theater 4th Season,7,https://myanimelist.net/anime/39654/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater_4th_Season,https://cdn.myanimelist.net/images/anime/1277/100399.jpg,OVA ONA SPECIAL,SliceofLife Comedy,6965
Chokkyuu Hyoudai Robot Anime: Straight Title,12,https://myanimelist.net/anime/17127/Chokkyuu_Hyoudai_Robot_Anime__Straight_Title,https://cdn.myanimelist.net/images/anime/3/46763.jpg,Winter 2013,Comedy Mecha,9382
Doraemon: Doraemon Comes Back,1,https://myanimelist.net/anime/2634/Doraemon__Doraemon_Comes_Back,https://cdn.myanimelist.net/images/anime/7/57855.jpg,OVA ONA SPECIAL,Comedy Fantasy Kids Sci-Fi Shounen,3663
gdgd Fairies 2,12,https://myanimelist.net/anime/16726/gdgd_Fairies_2,https://cdn.myanimelist.net/images/anime/10/45350.jpg,Winter 2013,Comedy Fantasy,4040
Huyao Xiao Hongniang: Wei Sheng,10,https://myanimelist.net/anime/40806/Huyao_Xiao_Hongniang__Wei_Sheng,https://cdn.myanimelist.net/images/anime/1392/104603.jpg,OVA ONA SPECIAL,Comedy Historical Supernatural Drama Romance,4271
Domo-kun,37,https://myanimelist.net/anime/7643/Domo-kun,https://cdn.myanimelist.net/images/anime/3/18406.jpg,Winter 1999,SliceofLife Comedy Kids,6890
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,1,https://myanimelist.net/anime/31978/Crayon_Shin-chan_Movie_24__Bakusui_Yumemi_World_Dai_Totsugeki,https://cdn.myanimelist.net/images/anime/3/78725.jpg,OVA ONA SPECIAL,Comedy Seinen,3745
Tetsuko no Tabi,13,https://myanimelist.net/anime/2552/Tetsuko_no_Tabi,https://cdn.myanimelist.net/images/anime/11/3270.jpg,Summer 2007,Comedy Seinen SliceofLife,7241
Koi Koi 7 Specials,7,https://myanimelist.net/anime/2910/Koi_Koi_7_Specials,https://cdn.myanimelist.net/images/anime/3/59829.jpg,OVA ONA SPECIAL,Comedy Ecchi,8995
Pia Carrot e Youkoso!! 2,3,https://myanimelist.net/anime/214/Pia_Carrot_e_Youkoso_2,https://cdn.myanimelist.net/images/anime/11/50783.jpg,OVA ONA SPECIAL,Comedy Romance Hentai,Unranked
Meshimase Lodoss-tou Senki: Sorette Oishii no?,13,https://myanimelist.net/anime/23229/Meshimase_Lodoss-tou_Senki__Sorette_Oishii_no,https://cdn.myanimelist.net/images/anime/4/60627.jpg,Spring 2014,Comedy,10099
Chainsaw Bunny,1,https://myanimelist.net/anime/38181/Chainsaw_Bunny,https://cdn.myanimelist.net/images/anime/1817/93467.jpg,OVA ONA SPECIAL,Comedy Horror Supernatural Thriller,11341
Mutsugo to Ouma no Monogatari,6,https://myanimelist.net/anime/34239/Mutsugo_to_Ouma_no_Monogatari,https://cdn.myanimelist.net/images/anime/10/82374.jpg,OVA ONA SPECIAL,Comedy Parody Sports,7612
Sketchbook: Full Color's Picture Drama,6,https://myanimelist.net/anime/6251/Sketchbook__Full_Colors_Picture_Drama,https://cdn.myanimelist.net/images/anime/2/63003.jpg,OVA ONA SPECIAL,SliceofLife Comedy,6731
"""Eiji""",1,https://myanimelist.net/anime/6076/Eiji,https://cdn.myanimelist.net/images/anime/7/38319.jpg,OVA ONA SPECIAL,Comedy Drama Sports,9579
Blue Seed 1.5,2,https://myanimelist.net/anime/3952/Blue_Seed_15,https://cdn.myanimelist.net/images/anime/10/26709.jpg,OVA ONA SPECIAL,Comedy Romance Sci-Fi,6334
Spaceship Agga Ruter,4,https://myanimelist.net/anime/2681/Spaceship_Agga_Ruter,https://cdn.myanimelist.net/images/anime/1399/111747.jpg,OVA ONA SPECIAL,Comedy Hentai Sci-Fi Space,Unranked
Gakuen Handsome Special,1,https://myanimelist.net/anime/33457/Gakuen_Handsome_Special,https://cdn.myanimelist.net/images/anime/2/80453.jpg,OVA ONA SPECIAL,Comedy Parody School ShounenAi,9593
Bocchi the Rock!,?,https://myanimelist.net/anime/47917/Bocchi_the_Rock,https://cdn.myanimelist.net/images/anime/1130/112176.jpg,OVA ONA SPECIAL,Music SliceofLife Comedy,Unranked
Devidol!,11,https://myanimelist.net/anime/38284/Devidol,https://cdn.myanimelist.net/images/anime/1094/93923.jpg,Fall 2018,Comedy,10264
Strange+ Special,1,https://myanimelist.net/anime/23679/Strange__Special,https://cdn.myanimelist.net/images/anime/2/62059.jpg,OVA ONA SPECIAL,SliceofLife Comedy Josei,9882
Kimagure Robot,10,https://myanimelist.net/anime/1955/Kimagure_Robot,https://cdn.myanimelist.net/images/anime/1210/112166.jpg,Fall 2004,Comedy Fantasy Sci-Fi,8460
Hanamaru Youchien Special Preview,1,https://myanimelist.net/anime/16740/Hanamaru_Youchien_Special_Preview,https://cdn.myanimelist.net/images/anime/13/45024.jpg,OVA ONA SPECIAL,Comedy School,7064
Tokio Kidou Police,2,https://myanimelist.net/anime/1405/Tokio_Kidou_Police,https://cdn.myanimelist.net/images/anime/8/2826.jpg,OVA ONA SPECIAL,Comedy Hentai Parody Romance,Unranked
Yin Yang Shi: Ping An Wu Yu,12,https://myanimelist.net/anime/37641/Yin_Yang_Shi__Ping_An_Wu_Yu,https://cdn.myanimelist.net/images/anime/1159/91533.jpg,OVA ONA SPECIAL,SliceofLife Comedy Historical Demons Supernatural,6327
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,13,https://myanimelist.net/anime/33661/Crayon_Shin-chan_Gaiden__Alien_vs_Shinnosuke,https://cdn.myanimelist.net/images/anime/4/80926.jpg,OVA ONA SPECIAL,Sci-Fi Space Comedy Ecchi Seinen,5282
Zhongguo Jingqi Xiansheng,63,https://myanimelist.net/anime/33339/Zhongguo_Jingqi_Xiansheng,https://cdn.myanimelist.net/images/anime/6/80096.jpg,OVA ONA SPECIAL,Comedy Supernatural Thriller,7266
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,1,https://myanimelist.net/anime/48573/Uta_no☆Prince-sama♪_Movie__Maji_Love_ST☆RISH_Tours,https://cdn.myanimelist.net/images/anime/1285/113734.jpg,OVA ONA SPECIAL,Harem Music Comedy Romance Shoujo,Unranked
Takamiya Nasuno Desu!: Teekyuu Spin-off Special,1,https://myanimelist.net/anime/31669/Takamiya_Nasuno_Desu__Teekyuu_Spin-off_Special,https://cdn.myanimelist.net/images/anime/5/76334.jpg,OVA ONA SPECIAL,Comedy Shounen,8511
Cosmos Pink Shock,1,https://myanimelist.net/anime/4150/Cosmos_Pink_Shock,https://cdn.myanimelist.net/images/anime/6/34821.jpg,OVA ONA SPECIAL,Comedy Parody Sci-Fi Space,10323
Masuda Kousuke Gekijou Gag Manga Biyori +,12,https://myanimelist.net/anime/7761/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori__,https://cdn.myanimelist.net/images/anime/13/18805.jpg,Winter 2010,Comedy,3814
Compiler,2,https://myanimelist.net/anime/3026/Compiler,https://cdn.myanimelist.net/images/anime/1989/94225.jpg,OVA ONA SPECIAL,Sci-Fi Comedy Drama Romance,11026
Abciee Shuugyou Nikki,12,https://myanimelist.net/anime/44040/Abciee_Shuugyou_Nikki,https://cdn.myanimelist.net/images/anime/1548/110221.jpg,Winter 2021,Comedy,10165
Kennel Tokorozawa,1,https://myanimelist.net/anime/13715/Kennel_Tokorozawa,https://cdn.myanimelist.net/images/anime/8/38063.jpg,OVA ONA SPECIAL,Ecchi Comedy School,11722
Galaxy Angel S,1,https://myanimelist.net/anime/12225/Galaxy_Angel_S,https://cdn.myanimelist.net/images/anime/12/34441.jpg,OVA ONA SPECIAL,Sci-Fi Comedy,4292
Mojakou,74,https://myanimelist.net/anime/2736/Mojakou,https://cdn.myanimelist.net/images/anime/13/75211.jpg,Fall 1995,Comedy Fantasy Sci-Fi,3253
Uchuu Kazoku Carlvinson,1,https://myanimelist.net/anime/4533/Uchuu_Kazoku_Carlvinson,https://cdn.myanimelist.net/images/anime/1084/104620.jpg,OVA ONA SPECIAL,Comedy Fantasy Sci-Fi,6216
Akiba-chan,10,https://myanimelist.net/anime/5304/Akiba-chan,https://cdn.myanimelist.net/images/anime/2/10634.jpg,Summer 2008,Comedy Kids SliceofLife,10840
Chuuzumou,1,https://myanimelist.net/anime/8632/Chuuzumou,https://cdn.myanimelist.net/images/anime/6/23788.jpg,OVA ONA SPECIAL,Comedy,5485
Tennis no Ouji-sama: Message in a Bottle,1,https://myanimelist.net/anime/29697/Tennis_no_Ouji-sama__Message_in_a_Bottle,https://cdn.myanimelist.net/images/anime/11/71357.jpg,OVA ONA SPECIAL,Comedy Sports School Shounen,4974
3-Nen D-Gumi Glass no Kamen,13,https://myanimelist.net/anime/33975/3-Nen_D-Gumi_Glass_no_Kamen,https://cdn.myanimelist.net/images/anime/7/85641.jpg,Fall 2016,Comedy Parody School,11560
Sensei no Ojikan: Doki Doki School Hours OVA,7,https://myanimelist.net/anime/6068/Sensei_no_Ojikan__Doki_Doki_School_Hours_OVA,https://cdn.myanimelist.net/images/anime/4/13253.jpg,OVA ONA SPECIAL,Comedy School,5580
Usakame Special,1,https://myanimelist.net/anime/34615/Usakame_Special,https://cdn.myanimelist.net/images/anime/9/83507.jpg,OVA ONA SPECIAL,Comedy Sports Shounen,10082
Moyashimon CGI Anime,1,https://myanimelist.net/anime/9290/Moyashimon_CGI_Anime,https://cdn.myanimelist.net/images/anime/3/25764.jpg,OVA ONA SPECIAL,Comedy School Supernatural,7826
Fantasia,1,https://myanimelist.net/anime/3597/Fantasia,https://cdn.myanimelist.net/images/anime/1132/94538.jpg,OVA ONA SPECIAL,Comedy Drama Magic Romance Fantasy,10555
Angel,1,https://myanimelist.net/anime/3633/Angel,https://cdn.myanimelist.net/images/anime/7/6236.jpg,OVA ONA SPECIAL,Hentai Comedy School,Unranked
Tezuka Osamu no Don Dracula,8,https://myanimelist.net/anime/4853/Tezuka_Osamu_no_Don_Dracula,https://cdn.myanimelist.net/images/anime/7/15129.jpg,Spring 1982,Comedy Horror Supernatural Vampire,8111
Tottemo! Luckyman,50,https://myanimelist.net/anime/3672/Tottemo_Luckyman,https://cdn.myanimelist.net/images/anime/1463/103126.jpg,Spring 1994,Comedy SuperPower Sci-Fi Shounen,3535
Idol Bouei-tai Hummingbird,4,https://myanimelist.net/anime/2465/Idol_Bouei-tai_Hummingbird,https://cdn.myanimelist.net/images/anime/8/44085.jpg,OVA ONA SPECIAL,Military Music Comedy Parody,9228
Sprite: Between Two Worlds,2,https://myanimelist.net/anime/1786/Sprite__Between_Two_Worlds,https://cdn.myanimelist.net/images/anime/1099/96357.jpg,OVA ONA SPECIAL,Comedy Ecchi Romance School,9448
Jigazou,1,https://myanimelist.net/anime/4966/Jigazou,https://cdn.myanimelist.net/images/anime/3/68385.jpg,OVA ONA SPECIAL,Comedy,11470
Black Jack: Dr. Pinoko no Mori no Bouken,1,https://myanimelist.net/anime/4070/Black_Jack__Dr_Pinoko_no_Mori_no_Bouken,https://cdn.myanimelist.net/images/anime/9/7415.jpg,OVA ONA SPECIAL,Comedy,7394
Yakusai Kochou,1,https://myanimelist.net/anime/2384/Yakusai_Kochou,https://cdn.myanimelist.net/images/anime/2/22356.jpg,OVA ONA SPECIAL,Comedy Supernatural Ecchi,10633
Planetes Picture Drama,9,https://myanimelist.net/anime/10735/Planetes_Picture_Drama,https://cdn.myanimelist.net/images/anime/9/29571.jpg,OVA ONA SPECIAL,Comedy Sci-Fi Space,9811
Kitakubu Katsudou Kiroku: Miniature Theater,6,https://myanimelist.net/anime/23367/Kitakubu_Katsudou_Kiroku__Miniature_Theater,https://cdn.myanimelist.net/images/anime/5/60367.jpg,OVA ONA SPECIAL,Comedy School,7289
BOY's LOVE Nitro+CHiRAL,5,https://myanimelist.net/anime/35328/BOYs_LOVE_Nitro_CHiRAL,https://cdn.myanimelist.net/images/anime/11/85082.jpg,OVA ONA SPECIAL,Comedy Parody,11230
Osomatsu-san Short Film Series 2nd Season,4,https://myanimelist.net/anime/36761/Osomatsu-san_Short_Film_Series_2nd_Season,https://cdn.myanimelist.net/images/anime/7/88890.jpg,OVA ONA SPECIAL,Comedy Parody,8335
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,1,https://myanimelist.net/anime/33308/Tantei_Opera_Milky_Holmes__Fun_Fun_Party_Night♪_-_Ken_to_Janet_no_Okurimono,https://cdn.myanimelist.net/images/anime/8/82778.jpg,OVA ONA SPECIAL,Mystery Comedy SuperPower,4876
Youkai Watch!,36,https://myanimelist.net/anime/39277/Youkai_Watch,https://cdn.myanimelist.net/images/anime/1194/99093.jpg,Spring 2019,Comedy Demons Kids Supernatural,7463
Galaxy Angel Specials,2,https://myanimelist.net/anime/13287/Galaxy_Angel_Specials,https://cdn.myanimelist.net/images/anime/7/37189.jpg,OVA ONA SPECIAL,Comedy Sci-Fi,4645
Show By Rock!!: Legend of Shingan Crimsonz,3,https://myanimelist.net/anime/31072/Show_By_Rock__Legend_of_Shingan_Crimsonz,https://cdn.myanimelist.net/images/anime/6/75703.jpg,OVA ONA SPECIAL,Comedy Music,9212
Tanin no Kankei,2,https://myanimelist.net/anime/4451/Tanin_no_Kankei,https://cdn.myanimelist.net/images/anime/1423/96381.jpg,OVA ONA SPECIAL,Comedy Ecchi Romance School,7960
World Fool News (TV),12,https://myanimelist.net/anime/18205/World_Fool_News_TV,https://cdn.myanimelist.net/images/anime/13/62235.jpg,Spring 2014,SliceofLife Comedy,8763
Doraemon: Doraemon Comes Back (Movie),1,https://myanimelist.net/anime/2651/Doraemon__Doraemon_Comes_Back_Movie,https://cdn.myanimelist.net/images/anime/4/74057.jpg,OVA ONA SPECIAL,Comedy Kids Fantasy,3955
Kiratto Pri☆chan Season 2,51,https://myanimelist.net/anime/38804/Kiratto_Pri☆chan_Season_2,https://cdn.myanimelist.net/images/anime/1616/103082.jpg,Spring 2019,Music SliceofLife Comedy Magic Shoujo,3005
Ninja Hattori-kun (2012),52,https://myanimelist.net/anime/18845/Ninja_Hattori-kun_2012,https://cdn.myanimelist.net/images/anime/9/50285.jpg,Spring 2012,Comedy,5879
Runway de Waratte Mini Anime,42,https://myanimelist.net/anime/42487/Runway_de_Waratte_Mini_Anime,https://cdn.myanimelist.net/images/anime/1750/108555.jpg,OVA ONA SPECIAL,Comedy,9690
The Samurai,1,https://myanimelist.net/anime/1452/The_Samurai,https://cdn.myanimelist.net/images/anime/1142/94471.jpg,OVA ONA SPECIAL,Comedy Romance School Shounen,8827
Ohayou! Spank,63,https://myanimelist.net/anime/2912/Ohayou_Spank,https://cdn.myanimelist.net/images/anime/3/17542.jpg,Spring 1981,SliceofLife Comedy,5667
Urawa no Usagi-chan Special,1,https://myanimelist.net/anime/31426/Urawa_no_Usagi-chan_Special,https://cdn.myanimelist.net/images/anime/9/75928.jpg,OVA ONA SPECIAL,Comedy School SliceofLife,10632
Tsuyoshi Shikkari Shinasai,112,https://myanimelist.net/anime/5992/Tsuyoshi_Shikkari_Shinasai,https://cdn.myanimelist.net/images/anime/13/13055.jpg,Fall 1992,Comedy Drama Romance School Shounen SliceofLife,4336
Harukanaru Toki no Naka de: Hachiyou Shou OVA,2,https://myanimelist.net/anime/1907/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_OVA,https://cdn.myanimelist.net/images/anime/7/72169.jpg,OVA ONA SPECIAL,Fantasy Comedy Supernatural Demons Historical Shoujo,6245
Heybot!,50,https://myanimelist.net/anime/33434/Heybot,https://cdn.myanimelist.net/images/anime/12/82258.jpg,Fall 2016,Sci-Fi Comedy Parody Kids,8396
Rifle Is Beautiful Recap,1,https://myanimelist.net/anime/40769/Rifle_Is_Beautiful_Recap,https://cdn.myanimelist.net/images/anime/1347/104573.jpg,OVA ONA SPECIAL,Comedy School SliceofLife,9942
Soosee no Aquarion: Dai 27-wa Parallel-ban,1,https://myanimelist.net/anime/16415/Soosee_no_Aquarion__Dai_27-wa_Parallel-ban,https://cdn.myanimelist.net/images/anime/7/44291.jpg,OVA ONA SPECIAL,Comedy Parody Mecha,8583
Gegege no Kitarou (1985),108,https://myanimelist.net/anime/7307/Gegege_no_Kitarou_1985,https://cdn.myanimelist.net/images/anime/11/27400.jpg,Fall 1985,Comedy Supernatural,5626
Shin Calimero,52,https://myanimelist.net/anime/7004/Shin_Calimero,https://cdn.myanimelist.net/images/anime/12/61017.jpg,Fall 1992,Comedy,7550
Rakugo Tennyo Oyui,12,https://myanimelist.net/anime/2244/Rakugo_Tennyo_Oyui,https://cdn.myanimelist.net/images/anime/13/21222.jpg,Winter 2006,Comedy Historical,8741
Tenrankai no E,1,https://myanimelist.net/anime/3472/Tenrankai_no_E,https://cdn.myanimelist.net/images/anime/1781/107246.jpg,OVA ONA SPECIAL,Comedy,7359
Mars Red: Zero Kikan Nippou,5,https://myanimelist.net/anime/44129/Mars_Red__Zero_Kikan_Nippou,https://cdn.myanimelist.net/images/anime/1965/110358.jpg,OVA ONA SPECIAL,Comedy,9745
Anitore! XX: Hitotsu Yane no Shita de Specials,6,https://myanimelist.net/anime/38177/Anitore_XX__Hitotsu_Yane_no_Shita_de_Specials,https://cdn.myanimelist.net/images/anime/1966/93463.jpg,OVA ONA SPECIAL,Comedy Sports Ecchi,11111
KochinPa!,12,https://myanimelist.net/anime/32400/KochinPa,https://cdn.myanimelist.net/images/anime/5/77754.jpg,Winter 2016,Comedy,11698
Uchuu Senkan Tiramisù II Specials,4,https://myanimelist.net/anime/39115/Uchuu_Senkan_Tiramisù_II_Specials,https://cdn.myanimelist.net/images/anime/1915/98681.jpg,OVA ONA SPECIAL,Comedy Mecha Sci-Fi Seinen SliceofLife Space,6560
Otogi Story Tenshi no Shippo Specials,2,https://myanimelist.net/anime/683/Otogi_Story_Tenshi_no_Shippo_Specials,https://cdn.myanimelist.net/images/anime/9/4328.jpg,OVA ONA SPECIAL,Comedy Fantasy Magic Romance,6728
Doraemon Meets Hattori the Ninja,1,https://myanimelist.net/anime/2630/Doraemon_Meets_Hattori_the_Ninja,https://cdn.myanimelist.net/images/anime/4/16720.jpg,OVA ONA SPECIAL,Comedy Kids Sci-Fi Shounen,4189
Kaette Kita Top wo Nerae! Kagaku Kouza,2,https://myanimelist.net/anime/24123/Kaette_Kita_Top_wo_Nerae_Kagaku_Kouza,https://cdn.myanimelist.net/images/anime/2/62467.jpg,OVA ONA SPECIAL,Comedy Mecha Sci-Fi,9911
Zannen Onna Kanbu Black General-san,10,https://myanimelist.net/anime/35230/Zannen_Onna_Kanbu_Black_General-san,https://cdn.myanimelist.net/images/anime/8/87131.jpg,OVA ONA SPECIAL,Comedy SuperPower Shounen,9143
Princess Princess Specials,12,https://myanimelist.net/anime/30625/Princess_Princess_Specials,https://cdn.myanimelist.net/images/anime/2/73602.jpg,OVA ONA SPECIAL,Comedy School Shoujo,6405
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,1,https://myanimelist.net/anime/28257/Youkai_Watch_Movie_2__Enma_Daiou_to_Itsutsu_no_Monogatari_da_Nyan,https://cdn.myanimelist.net/images/anime/8/76717.jpg,OVA ONA SPECIAL,Comedy Kids Supernatural,4422
"Ore, Tsushima (ONA)",?,https://myanimelist.net/anime/49392/Ore_Tsushima_ONA,https://cdn.myanimelist.net/images/anime/1809/117254.jpg,OVA ONA SPECIAL,Comedy,6522
Di Gi Charat: Kuchi Kara Bazooka,1,https://myanimelist.net/anime/1753/Di_Gi_Charat__Kuchi_Kara_Bazooka,https://cdn.myanimelist.net/images/anime/12/57017.jpg,OVA ONA SPECIAL,Comedy,7306
Massugu ni Ikou. 2nd Season,5,https://myanimelist.net/anime/3182/Massugu_ni_Ikou_2nd_Season,https://cdn.myanimelist.net/images/anime/7/76160.jpg,Spring 2004,Comedy Josei Romance SliceofLife,5502
The iDOLM@STER Million Live! 4th Anniversary PV,1,https://myanimelist.net/anime/35081/The_iDOLMSTER_Million_Live_4th_Anniversary_PV,https://cdn.myanimelist.net/images/anime/8/88355.jpg,OVA ONA SPECIAL,Comedy Music SliceofLife,6558
Zonmi-chan: Meat Pie of the Dead,1,https://myanimelist.net/anime/32934/Zonmi-chan__Meat_Pie_of_the_Dead,https://cdn.myanimelist.net/images/anime/8/79602.jpg,OVA ONA SPECIAL,Comedy Horror Supernatural,10919
Kirameki☆Project,5,https://myanimelist.net/anime/2260/Kirameki☆Project,https://cdn.myanimelist.net/images/anime/1/2495.jpg,OVA ONA SPECIAL,Ecchi Mecha Comedy Sci-Fi,7707
Kappa no Kaikata,26,https://myanimelist.net/anime/1883/Kappa_no_Kaikata,https://cdn.myanimelist.net/images/anime/1/1883.jpg,Fall 2004,Comedy,7320
Houma Hunter Lime,3,https://myanimelist.net/anime/1284/Houma_Hunter_Lime,https://cdn.myanimelist.net/images/anime/1936/93963.jpg,OVA ONA SPECIAL,Comedy Fantasy,8561
Minna Agechau♡,1,https://myanimelist.net/anime/4688/Minna_Agechau♡,https://cdn.myanimelist.net/images/anime/3/44428.jpg,OVA ONA SPECIAL,Comedy Ecchi Romance,9264
Tenbatsu Angel Rabbie☆,1,https://myanimelist.net/anime/681/Tenbatsu_Angel_Rabbie☆,https://cdn.myanimelist.net/images/anime/11/3789.jpg,OVA ONA SPECIAL,Magic Comedy Sci-Fi,11161
Zettai Bouei Leviathan: Mini Takibi Gekijou,13,https://myanimelist.net/anime/19397/Zettai_Bouei_Leviathan__Mini_Takibi_Gekijou,https://cdn.myanimelist.net/images/anime/11/52413.jpg,OVA ONA SPECIAL,Fantasy Magic Comedy,9044
Show By Rock!! x Joysound,4,https://myanimelist.net/anime/33855/Show_By_Rock_x_Joysound,https://cdn.myanimelist.net/images/anime/6/81513.jpg,OVA ONA SPECIAL,Music Comedy,10246
Thermae Romae x Yoyogi Animation Gakuin Collaboration,1,https://myanimelist.net/anime/13969/Thermae_Romae_x_Yoyogi_Animation_Gakuin_Collaboration,https://cdn.myanimelist.net/images/anime/8/38659.jpg,OVA ONA SPECIAL,Comedy Historical Seinen,7243
Usavich V,13,https://myanimelist.net/anime/16347/Usavich_V,https://cdn.myanimelist.net/images/anime/10/54017.jpg,Winter 2013,Comedy,6951
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,1,https://myanimelist.net/anime/7666/Dr_Slump_Movie_01__Arale-chan_Hello_Fushigi_Shima,https://cdn.myanimelist.net/images/anime/4/23167.jpg,OVA ONA SPECIAL,Comedy Sci-Fi Shounen,7090
Yawara!: Sore Yuke Koshinuke Kids!!,1,https://myanimelist.net/anime/2008/Yawara__Sore_Yuke_Koshinuke_Kids,https://cdn.myanimelist.net/images/anime/1188/111846.jpg,OVA ONA SPECIAL,SliceofLife Comedy Sports MartialArts,7157
Detective Conan: Amuro Secret Call,1,https://myanimelist.net/anime/38788/Detective_Conan__Amuro_Secret_Call,https://cdn.myanimelist.net/images/anime/1039/98287.jpg,OVA ONA SPECIAL,Mystery Comedy Police,7768
Kigurumikku V3,3,https://myanimelist.net/anime/6318/Kigurumikku_V3,https://cdn.myanimelist.net/images/anime/13/14196.jpg,OVA ONA SPECIAL,Comedy Ecchi Magic Mecha Parody,10851
Kusoge tte Iuna! Animation,12,https://myanimelist.net/anime/42946/Kusoge_tte_Iuna_Animation,https://cdn.myanimelist.net/images/anime/1046/111081.jpg,OVA ONA SPECIAL,Game Comedy,10613
Wind: A Breath of Heart Specials,4,https://myanimelist.net/anime/2027/Wind__A_Breath_of_Heart_Specials,https://cdn.myanimelist.net/images/anime/10/24393.jpg,OVA ONA SPECIAL,Comedy Romance School,7562
Magical Twilight,3,https://myanimelist.net/anime/3078/Magical_Twilight,https://cdn.myanimelist.net/images/anime/1218/117380.jpg,OVA ONA SPECIAL,Hentai Comedy Magic Romance,Unranked
Show By Rock!!: Plasmagica na Gogo,3,https://myanimelist.net/anime/31073/Show_By_Rock__Plasmagica_na_Gogo,https://cdn.myanimelist.net/images/anime/13/79762.jpg,OVA ONA SPECIAL,Comedy,9433
Anima Yell! Ouen Douga,12,https://myanimelist.net/anime/38803/Anima_Yell_Ouen_Douga,https://cdn.myanimelist.net/images/anime/1326/97177.jpg,OVA ONA SPECIAL,Comedy School,9675
Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,4,https://myanimelist.net/anime/36913/Inazuma_Eleven_x_Kaitou_Gru_no_Tsuki_Dorobou,https://cdn.myanimelist.net/images/anime/5/89319.jpg,OVA ONA SPECIAL,Comedy,8782
Youkai Watch: Shadow Side,49,https://myanimelist.net/anime/37324/Youkai_Watch__Shadow_Side,https://cdn.myanimelist.net/images/anime/1072/90600.jpg,Spring 2018,Comedy Demons Kids Supernatural,5661
