name,episode,link,pic,season,genre,rank
Bubuki Buranki,12,https://myanimelist.net/anime/32023/Bubuki_Buranki,https://cdn.myanimelist.net/images/anime/7/79758.jpg,Winter 2016,Action Sci-Fi Drama Mecha,7195
Vampire Hunter D,1,https://myanimelist.net/anime/732/Vampire_Hunter_D,https://cdn.myanimelist.net/images/anime/4/24228.jpg,OVA ONA SPECIAL,Action Sci-Fi Horror Supernatural Vampire,3514
Mo Dao Zu Shi: Xian Yun Pian,8,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian,https://cdn.myanimelist.net/images/anime/1404/106707.jpg,OVA ONA SPECIAL,Action Mystery Historical Supernatural,132
Black Clover Movie,1,https://myanimelist.net/anime/48585/Black_Clover_Movie,https://cdn.myanimelist.net/images/anime/1833/113800.jpg,OVA ONA SPECIAL,Action Comedy Magic Fantasy Shounen,Unranked
The Animatrix,9,https://myanimelist.net/anime/1303/The_Animatrix,https://cdn.myanimelist.net/images/anime/3/75870.jpg,OVA ONA SPECIAL,Action Drama Sci-Fi,2408
Gun x Sword,26,https://myanimelist.net/anime/411/Gun_x_Sword,https://cdn.myanimelist.net/images/anime/3/25380.jpg,Summer 2005,Action Adventure Drama Mecha Sci-Fi Shounen,2547
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,1,https://myanimelist.net/anime/37442/Psycho-Pass__Sinners_of_the_System_Case3_-_Onshuu_no_Kanata_ni＿＿,https://cdn.myanimelist.net/images/anime/1819/97220.jpg,OVA ONA SPECIAL,Action Sci-Fi Police Psychological,964
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,1,https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo_-_Konoha_no_Sato_no_Dai_Undoukai,https://cdn.myanimelist.net/images/anime/1/2473.jpg,OVA ONA SPECIAL,Action Comedy Sports MartialArts Fantasy Shounen,4244
Black Fox,1,https://myanimelist.net/anime/37498/Black_Fox,https://cdn.myanimelist.net/images/anime/1217/103378.jpg,OVA ONA SPECIAL,Action,4826
Toji no Miko,24,https://myanimelist.net/anime/35589/Toji_no_Miko,https://cdn.myanimelist.net/images/anime/13/89885.jpg,Winter 2018,Action Fantasy,4508
B: The Beginning Succession,6,https://myanimelist.net/anime/37994/B__The_Beginning_Succession,https://cdn.myanimelist.net/images/anime/1409/112177.jpg,OVA ONA SPECIAL,Action Mystery Police Psychological Supernatural Thriller,7968
Ookamikakushi,12,https://myanimelist.net/anime/7079/Ookamikakushi,https://cdn.myanimelist.net/images/anime/10/21784.jpg,Winter 2010,Action Mystery Horror Supernatural,6937
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,12,https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou,https://cdn.myanimelist.net/images/anime/1104/91793.jpg,Spring 2018,Action Drama Military Sci-Fi Space,1027
Overlord: Ple Ple Pleiades,8,https://myanimelist.net/anime/31138/Overlord__Ple_Ple_Pleiades,https://cdn.myanimelist.net/images/anime/1849/100694.jpg,OVA ONA SPECIAL,Action Comedy Magic Fantasy,3775
Mahou Shoujo Tokushusen Asuka,12,https://myanimelist.net/anime/37979/Mahou_Shoujo_Tokushusen_Asuka,https://cdn.myanimelist.net/images/anime/1514/100469.jpg,Winter 2019,Action Drama Magic Military Seinen,6986
Top wo Nerae 2! Diebuster,6,https://myanimelist.net/anime/1002/Top_wo_Nerae_2_Diebuster,https://cdn.myanimelist.net/images/anime/7/50475.jpg,OVA ONA SPECIAL,Action Sci-Fi Space Comedy Drama Mecha,1163
Owari no Seraph: Kyuuketsuki Shahar,1,https://myanimelist.net/anime/31378/Owari_no_Seraph__Kyuuketsuki_Shahar,https://cdn.myanimelist.net/images/anime/12/82059.jpg,OVA ONA SPECIAL,Action Military Supernatural Drama Vampire Shounen,2947
Towa no Quon 1: Utakata no Kaben,1,https://myanimelist.net/anime/10294/Towa_no_Quon_1__Utakata_no_Kaben,https://cdn.myanimelist.net/images/anime/11/35689.jpg,OVA ONA SPECIAL,Action Sci-Fi SuperPower Supernatural,2219
Appleseed (Movie),1,https://myanimelist.net/anime/54/Appleseed_Movie,https://cdn.myanimelist.net/images/anime/9/57231.jpg,OVA ONA SPECIAL,Action Military Sci-Fi Police Drama Mecha Shounen,3358
Gunslinger Stratos The Animation,12,https://myanimelist.net/anime/28791/Gunslinger_Stratos_The_Animation,https://cdn.myanimelist.net/images/anime/2/73120.jpg,Spring 2015,Action Sci-Fi,8265
Psycho-Pass: Sinners of the System Case.2 - First Guardian,1,https://myanimelist.net/anime/37441/Psycho-Pass__Sinners_of_the_System_Case2_-_First_Guardian,https://cdn.myanimelist.net/images/anime/1357/96879.jpg,OVA ONA SPECIAL,Action Police Psychological Sci-Fi,1675
Kamisama Dolls,13,https://myanimelist.net/anime/10372/Kamisama_Dolls,https://cdn.myanimelist.net/images/anime/4/50393.jpg,Summer 2011,Action Seinen Supernatural,3648
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,1,https://myanimelist.net/anime/30365/Shinmai_Maou_no_Testament_Burst__Toujou_Basara_no_Shigoku_Heiwa_na_Nichijou,https://cdn.myanimelist.net/images/anime/1568/95614.jpg,OVA ONA SPECIAL,Action Demons Ecchi Fantasy Harem Romance,4672
Kenka Banchou Otome: Girl Beats Boys,12,https://myanimelist.net/anime/34501/Kenka_Banchou_Otome__Girl_Beats_Boys,https://cdn.myanimelist.net/images/anime/9/85022.jpg,Spring 2017,Action MartialArts School Shoujo,6475
Pokemon: Mewtwo! Ware wa Koko ni Ari,1,https://myanimelist.net/anime/1709/Pokemon__Mewtwo_Ware_wa_Koko_ni_Ari,https://cdn.myanimelist.net/images/anime/7/87922.jpg,OVA ONA SPECIAL,Action Adventure Comedy Drama Fantasy Kids,3523
Kaizoku Oujo,12,https://myanimelist.net/anime/42544/Kaizoku_Oujo,https://cdn.myanimelist.net/images/anime/1214/116660.jpg,Summer 2021,Action Adventure,1178
Ex-Arm,12,https://myanimelist.net/anime/38853/Ex-Arm,https://cdn.myanimelist.net/images/anime/1847/113935.jpg,Winter 2021,Action Ecchi Sci-Fi Seinen,11777
Tian Guan Ci Fu,11,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu,https://cdn.myanimelist.net/images/anime/1319/109301.jpg,OVA ONA SPECIAL,Action Adventure Historical Supernatural Drama,171
Macross Δ,26,https://myanimelist.net/anime/28013/Macross_Δ,https://cdn.myanimelist.net/images/anime/5/79376.jpg,Spring 2016,Action Military Sci-Fi Music Space Romance Mecha,2555
ViVid Strike!,12,https://myanimelist.net/anime/33589/ViVid_Strike,https://cdn.myanimelist.net/images/anime/2/82015.jpg,Fall 2016,Action Drama Magic MartialArts,3536
Ashita no Joe,79,https://myanimelist.net/anime/2402/Ashita_no_Joe,https://cdn.myanimelist.net/images/anime/5/64671.jpg,Spring 1970,Action Drama Shounen SliceofLife Sports,239
Mardock Scramble: The First Compression,1,https://myanimelist.net/anime/8100/Mardock_Scramble__The_First_Compression,https://cdn.myanimelist.net/images/anime/3/26215.jpg,OVA ONA SPECIAL,Action Sci-Fi Psychological,1747
Dog Days'',12,https://myanimelist.net/anime/16385/Dog_Days,https://cdn.myanimelist.net/images/anime/8/70709.jpg,Winter 2015,Action Adventure Magic Fantasy,4035
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. II,?,https://myanimelist.net/anime/41514/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu_II,https://cdn.myanimelist.net/images/anime/1779/112013.jpg,OVA ONA SPECIAL,Action Sci-Fi Adventure Comedy Fantasy,Unranked
Drifters (OVA),2,https://myanimelist.net/anime/36480/Drifters_OVA,https://cdn.myanimelist.net/images/anime/1027/97819.jpg,OVA ONA SPECIAL,Action Adventure Comedy Fantasy Historical Samurai Seinen,1454
Upotte!!,10,https://myanimelist.net/anime/12317/Upotte,https://cdn.myanimelist.net/images/anime/13/35121.jpg,OVA ONA SPECIAL,Action Comedy Military Seinen,6120
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,1,https://myanimelist.net/anime/39651/Mob_Psycho_100__Dai_Ikkai_Rei_toka_Soudansho_Ian_Ryokou_-_Kokoro_Mitasu_Iyashi_no_Tabi,https://cdn.myanimelist.net/images/anime/1528/117108.jpg,OVA ONA SPECIAL,Action Comedy SliceofLife Supernatural,1237
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,1,https://myanimelist.net/anime/461/One_Piece_Movie_3__Chinjuu-jima_no_Chopper_Oukoku,https://cdn.myanimelist.net/images/anime/1206/97870.jpg,OVA ONA SPECIAL,Action Adventure Comedy SuperPower Fantasy Shounen,3969
Juu Ou Sei,11,https://myanimelist.net/anime/953/Juu_Ou_Sei,https://cdn.myanimelist.net/images/anime/3/14079.jpg,Spring 2006,Action Sci-Fi Adventure Mystery Drama Shoujo,2671
Psycho-Pass 3: First Inspector,3,https://myanimelist.net/anime/40858/Psycho-Pass_3__First_Inspector,https://cdn.myanimelist.net/images/anime/1085/110722.jpg,OVA ONA SPECIAL,Action Police Psychological Sci-Fi,784
Overlord Movie 1: Fushisha no Ou,1,https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou,https://cdn.myanimelist.net/images/anime/12/87759.jpg,OVA ONA SPECIAL,Action Game Supernatural Magic Fantasy,1252
Assault Lily: Bouquet,12,https://myanimelist.net/anime/40550/Assault_Lily__Bouquet,https://cdn.myanimelist.net/images/anime/1024/108413.jpg,Fall 2020,Action Magic Fantasy,6272
Garo: Vanishing Line,24,https://myanimelist.net/anime/36144/Garo__Vanishing_Line,https://cdn.myanimelist.net/images/anime/10/88236.jpg,Fall 2017,Action Demons Supernatural Fantasy,3099
Toshokan Sensou,12,https://myanimelist.net/anime/3613/Toshokan_Sensou,https://cdn.myanimelist.net/images/anime/1287/114435.jpg,Spring 2008,Action Military Comedy Romance,1704
Digimon Adventure tri. 3: Kokuhaku,1,https://myanimelist.net/anime/32551/Digimon_Adventure_tri_3__Kokuhaku,https://cdn.myanimelist.net/images/anime/4/82612.jpg,OVA ONA SPECIAL,Action Adventure Comedy Drama,1125
Grisaia: Phantom Trigger The Animation,2,https://myanimelist.net/anime/35868/Grisaia__Phantom_Trigger_The_Animation,https://cdn.myanimelist.net/images/anime/1275/97358.jpg,OVA ONA SPECIAL,Action School,3959
Girly Air Force,12,https://myanimelist.net/anime/37998/Girly_Air_Force,https://cdn.myanimelist.net/images/anime/1046/97025.jpg,Winter 2019,Action Sci-Fi,7808
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,13,https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2,https://cdn.myanimelist.net/images/anime/12/29597.jpg,OVA ONA SPECIAL,Action Adventure MartialArts Shounen SuperPower Supernatural,425
Manyuu Hikenchou,12,https://myanimelist.net/anime/10465/Manyuu_Hikenchou,https://cdn.myanimelist.net/images/anime/9/75184.jpg,Summer 2011,Action Comedy Historical Ecchi Samurai Seinen,7610
Gundam Build Fighters,25,https://myanimelist.net/anime/19319/Gundam_Build_Fighters,https://cdn.myanimelist.net/images/anime/7/51815.jpg,Fall 2013,Action Sci-Fi Mecha,915
No Guns Life 2nd Season,12,https://myanimelist.net/anime/40529/No_Guns_Life_2nd_Season,https://cdn.myanimelist.net/images/anime/1477/106613.jpg,Summer 2020,Action Sci-Fi Drama Seinen,3490
Kemonozume,13,https://myanimelist.net/anime/1454/Kemonozume,https://cdn.myanimelist.net/images/anime/3/86766.jpg,Summer 2006,Action Demons Horror Romance Supernatural,2024
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,1,https://myanimelist.net/anime/10686/Naruto__Honoo_no_Chuunin_Shiken_Naruto_vs_Konohamaru,https://cdn.myanimelist.net/images/anime/9/30813.jpg,OVA ONA SPECIAL,Action Adventure SuperPower MartialArts Shounen,3040
Rinne no Lagrange,12,https://myanimelist.net/anime/11227/Rinne_no_Lagrange,https://cdn.myanimelist.net/images/anime/7/50439.jpg,Winter 2012,Action Sci-Fi Comedy Mecha,4079
R.O.D: The TV,26,https://myanimelist.net/anime/209/ROD__The_TV,https://cdn.myanimelist.net/images/anime/3/73350.jpg,Fall 2003,Action Sci-Fi Adventure Comedy SuperPower Drama,1492
Sengoku Basara Ni,12,https://myanimelist.net/anime/6634/Sengoku_Basara_Ni,https://cdn.myanimelist.net/images/anime/6/80999.jpg,Summer 2010,Action Historical SuperPower MartialArts Samurai,1493
Urusei Yatsura,195,https://myanimelist.net/anime/1293/Urusei_Yatsura,https://cdn.myanimelist.net/images/anime/9/17573.jpg,Fall 1981,Action Sci-Fi Adventure Comedy Drama Romance,1108
One Piece Movie 5: Norowareta Seiken,1,https://myanimelist.net/anime/463/One_Piece_Movie_5__Norowareta_Seiken,https://cdn.myanimelist.net/images/anime/2/25413.jpg,OVA ONA SPECIAL,Action Adventure Comedy SuperPower Fantasy Shounen,2883
Accel World: Infinite∞Burst,1,https://myanimelist.net/anime/31763/Accel_World__Infinite∞Burst,https://cdn.myanimelist.net/images/anime/5/87145.jpg,OVA ONA SPECIAL,Action Game Sci-Fi Romance School,5278
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1,https://myanimelist.net/anime/987/Dragon_Ball_GT__Gokuu_Gaiden_Yuuki_no_Akashi_wa_Suushinchuu,https://cdn.myanimelist.net/images/anime/1/987.jpg,OVA ONA SPECIAL,Action Adventure Comedy SuperPower MartialArts Fantasy Shounen,5913
Ibara no Ou,1,https://myanimelist.net/anime/6610/Ibara_no_Ou,https://cdn.myanimelist.net/images/anime/9/87056.jpg,OVA ONA SPECIAL,Action Thriller Mystery Sci-Fi,3859
Shingeki no Kyojin: Chronicle,1,https://myanimelist.net/anime/42091/Shingeki_no_Kyojin__Chronicle,https://cdn.myanimelist.net/images/anime/1786/110717.jpg,OVA ONA SPECIAL,Action Military Mystery SuperPower Drama Fantasy Shounen,1055
Kengan Ashura 2nd Season,12,https://myanimelist.net/anime/40269/Kengan_Ashura_2nd_Season,https://cdn.myanimelist.net/images/anime/1546/102680.jpg,OVA ONA SPECIAL,Action MartialArts,1085
Captain Earth,25,https://myanimelist.net/anime/21677/Captain_Earth,https://cdn.myanimelist.net/images/anime/7/61051.jpg,Spring 2014,Action Sci-Fi Space Romance Mecha,6572
Black★Rock Shooter,1,https://myanimelist.net/anime/12079/Black★Rock_Shooter,https://cdn.myanimelist.net/images/anime/12/54331.jpg,OVA ONA SPECIAL,Action Music,3543
Phantasy Star Online 2 The Animation,12,https://myanimelist.net/anime/31223/Phantasy_Star_Online_2_The_Animation,https://cdn.myanimelist.net/images/anime/5/78120.jpg,Winter 2016,Action Game Sci-Fi School,6939
Final Fantasy VII: Last Order,1,https://myanimelist.net/anime/408/Final_Fantasy_VII__Last_Order,https://cdn.myanimelist.net/images/anime/7/80623.jpg,OVA ONA SPECIAL,Action Adventure Drama Fantasy Sci-Fi,2279
Vividred Operation,12,https://myanimelist.net/anime/14283/Vividred_Operation,https://cdn.myanimelist.net/images/anime/3/45935.jpg,Winter 2013,Action Sci-Fi Ecchi,6325
Yu☆Gi☆Oh! Zexal,73,https://myanimelist.net/anime/10015/Yu☆Gi☆Oh_Zexal,https://cdn.myanimelist.net/images/anime/4/40295.jpg,Spring 2011,Action Game Fantasy Shounen,6846
City Hunter,51,https://myanimelist.net/anime/1470/City_Hunter,https://cdn.myanimelist.net/images/anime/8/20587.jpg,Spring 1987,Action Comedy Mystery Shounen,646
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,1,https://myanimelist.net/anime/38198/Nanatsu_no_Taizai__Eiyuu-tachi_wa_Hashagu,https://cdn.myanimelist.net/images/anime/1369/96304.jpg,OVA ONA SPECIAL,Action Adventure Supernatural Magic Fantasy Shounen,3255
Mugen no Juunin: Immortal,24,https://myanimelist.net/anime/39806/Mugen_no_Juunin__Immortal,https://cdn.myanimelist.net/images/anime/1054/110054.jpg,OVA ONA SPECIAL,Action Adventure Historical Supernatural Drama MartialArts Samurai Seinen,2030
Nobunagun,13,https://myanimelist.net/anime/19855/Nobunagun,https://cdn.myanimelist.net/images/anime/13/58141.jpg,Winter 2014,Action Sci-Fi SuperPower,5056
Kenzen Robo Daimidaler,12,https://myanimelist.net/anime/21809/Kenzen_Robo_Daimidaler,https://cdn.myanimelist.net/images/anime/2/61435.jpg,Spring 2014,Action Comedy Ecchi Mecha Seinen,7896
Blade of the Immortal,13,https://myanimelist.net/anime/4151/Blade_of_the_Immortal,https://cdn.myanimelist.net/images/anime/2/74074.jpg,Summer 2008,Action Adventure Historical Supernatural Samurai,4448
Release the Spyce,12,https://myanimelist.net/anime/37221/Release_the_Spyce,https://cdn.myanimelist.net/images/anime/1623/95617.jpg,Fall 2018,Action School,3909
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,1,https://myanimelist.net/anime/9047/Toaru_Kagaku_no_Railgun__Misaka-san_wa_Ima_Chuumoku_no_Mato_Desu_kara,https://cdn.myanimelist.net/images/anime/1134/98125.jpg,OVA ONA SPECIAL,Action Sci-Fi SuperPower,1701
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,3,https://myanimelist.net/anime/9201/Air_Gear__Kuro_no_Hane_to_Nemuri_no_Mori_-_Break_on_the_Sky,https://cdn.myanimelist.net/images/anime/8/74158.jpg,OVA ONA SPECIAL,Action Comedy Ecchi Shounen Sports,1281
Ao no Exorcist: Kyoto Fujouou-hen OVA,2,https://myanimelist.net/anime/34465/Ao_no_Exorcist__Kyoto_Fujouou-hen_OVA,https://cdn.myanimelist.net/images/anime/1031/96313.jpg,OVA ONA SPECIAL,Action Demons Supernatural Fantasy Shounen,3187
Persona 3 the Movie 3: Falling Down,1,https://myanimelist.net/anime/24543/Persona_3_the_Movie_3__Falling_Down,https://cdn.myanimelist.net/images/anime/8/72443.jpg,OVA ONA SPECIAL,Action Fantasy Supernatural,1254
Captain Tsubasa (2018),52,https://myanimelist.net/anime/36934/Captain_Tsubasa_2018,https://cdn.myanimelist.net/images/anime/1866/91270.jpg,Spring 2018,Action Sports Shounen,1924
Karas,6,https://myanimelist.net/anime/389/Karas,https://cdn.myanimelist.net/images/anime/1054/98245.jpg,OVA ONA SPECIAL,Action Sci-Fi SuperPower Fantasy,1955
Mahou Shoujo Lyrical Nanoha A's,13,https://myanimelist.net/anime/77/Mahou_Shoujo_Lyrical_Nanoha_As,https://cdn.myanimelist.net/images/anime/4/6767.jpg,Fall 2005,Action Comedy Drama Magic SuperPower,574
Strike the Blood IV,12,https://myanimelist.net/anime/40485/Strike_the_Blood_IV,https://cdn.myanimelist.net/images/anime/1692/116875.jpg,OVA ONA SPECIAL,Action Harem Supernatural Ecchi Vampire Fantasy,3706
R.O.D: Read or Die,3,https://myanimelist.net/anime/208/ROD__Read_or_Die,https://cdn.myanimelist.net/images/anime/1/208.jpg,OVA ONA SPECIAL,Action Sci-Fi Adventure Mystery Historical Magic,1158
Pokemon Movie 13: Genei no Hasha Zoroark,1,https://myanimelist.net/anime/7695/Pokemon_Movie_13__Genei_no_Hasha_Zoroark,https://cdn.myanimelist.net/images/anime/5/26915.jpg,OVA ONA SPECIAL,Action Adventure Fantasy Kids,4306
Break Blade 2: Ketsubetsu no Michi,1,https://myanimelist.net/anime/8514/Break_Blade_2__Ketsubetsu_no_Michi,https://cdn.myanimelist.net/images/anime/2/68081.jpg,OVA ONA SPECIAL,Action Fantasy Mecha Military Shounen,979
K: Seven Stories Movie 1 - R:B - Blaze,1,https://myanimelist.net/anime/33248/K__Seven_Stories_Movie_1_-_R_B_-_Blaze,https://cdn.myanimelist.net/images/anime/1446/90544.jpg,OVA ONA SPECIAL,Action SuperPower Supernatural Drama,2002
Super Dragon Ball Heroes,?,https://myanimelist.net/anime/37885/Super_Dragon_Ball_Heroes,https://cdn.myanimelist.net/images/anime/1480/92990.jpg,OVA ONA SPECIAL,Action Comedy SuperPower MartialArts Fantasy Shounen,10789
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1,https://myanimelist.net/anime/30191/Durararax2_Shou__Watashi_no_Kokoro_wa_Nabe_Moyou,https://cdn.myanimelist.net/images/anime/9/72248.jpg,OVA ONA SPECIAL,Action Mystery Supernatural,1079
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,8,https://myanimelist.net/anime/32863/Ansatsu_Kyoushitsu_2nd_Season__Kagaijugyou-hen,https://cdn.myanimelist.net/images/anime/1807/96939.jpg,OVA ONA SPECIAL,Action Comedy School Shounen,1021
Shakugan no Shana Movie,1,https://myanimelist.net/anime/1815/Shakugan_no_Shana_Movie,https://cdn.myanimelist.net/images/anime/12/21513.jpg,OVA ONA SPECIAL,Action Supernatural Fantasy,2040
Code Geass: Hangyaku no Lelouch II - Handou,1,https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou,https://cdn.myanimelist.net/images/anime/13/89275.jpg,OVA ONA SPECIAL,Action Mecha Military School Sci-Fi SuperPower,1169
Gintama: Shiroyasha Koutan,1,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan,https://cdn.myanimelist.net/images/anime/6/16161.jpg,OVA ONA SPECIAL,Action Sci-Fi Comedy Historical Parody,186
Gibiate,12,https://myanimelist.net/anime/40074/Gibiate,https://cdn.myanimelist.net/images/anime/1035/113446.jpg,Summer 2020,Action Horror MartialArts Samurai Fantasy,11731
Cheating Craft,12,https://myanimelist.net/anime/33771/Cheating_Craft,https://cdn.myanimelist.net/images/anime/9/81891.jpg,Fall 2016,Action Comedy School,10450
Bem,12,https://myanimelist.net/anime/39221/Bem,https://cdn.myanimelist.net/images/anime/1127/99941.jpg,Summer 2019,Action Demons Supernatural,8384
Asura Cryin' 2,13,https://myanimelist.net/anime/6676/Asura_Cryin_2,https://cdn.myanimelist.net/images/anime/9/50897.jpg,Fall 2009,Action Supernatural Mecha,2453
Rekka no Honoo,42,https://myanimelist.net/anime/238/Rekka_no_Honoo,https://cdn.myanimelist.net/images/anime/1646/113504.jpg,Summer 1997,Action Adventure MartialArts Shounen SuperPower,2146
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,1,https://myanimelist.net/anime/36923/Nanatsu_no_Taizai__Imashime_no_Fukkatsu_Joshou,https://cdn.myanimelist.net/images/anime/8/89656.jpg,OVA ONA SPECIAL,Action Comedy SuperPower Magic Fantasy Shounen,2594
Bakuten Shoot Beyblade 2002,51,https://myanimelist.net/anime/1669/Bakuten_Shoot_Beyblade_2002,https://cdn.myanimelist.net/images/anime/1/1669.jpg,Winter 2002,Action Adventure Comedy Sci-Fi Shounen Sports,5118
Mobile Suit Gundam: The Origin,6,https://myanimelist.net/anime/10937/Mobile_Suit_Gundam__The_Origin,https://cdn.myanimelist.net/images/anime/4/72702.jpg,OVA ONA SPECIAL,Action Mecha Military Sci-Fi Shounen Space,194
Shoumetsu Toshi,12,https://myanimelist.net/anime/37952/Shoumetsu_Toshi,https://cdn.myanimelist.net/images/anime/1411/111363.jpg,Spring 2019,Action Adventure Mystery Drama Fantasy,10360
Dogs: Bullets & Carnage,4,https://myanimelist.net/anime/5593/Dogs__Bullets___Carnage,https://cdn.myanimelist.net/images/anime/12/21098.jpg,OVA ONA SPECIAL,Action Seinen,2253
Persona 3 the Movie 4: Winter of Rebirth,1,https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth,https://cdn.myanimelist.net/images/anime/9/77828.jpg,OVA ONA SPECIAL,Action Supernatural Fantasy,532
Scarlet Nexus,?,https://myanimelist.net/anime/48492/Scarlet_Nexus,https://cdn.myanimelist.net/images/anime/1314/116004.jpg,Summer 2021,Action Military Sci-Fi SuperPower,8419
Ikkitousen: Great Guardians,12,https://myanimelist.net/anime/4196/Ikkitousen__Great_Guardians,https://cdn.myanimelist.net/images/anime/2/22922.jpg,Summer 2008,Action Ecchi MartialArts School SuperPower,4741
Tsubasa: Shunraiki,2,https://myanimelist.net/anime/4938/Tsubasa__Shunraiki,https://cdn.myanimelist.net/images/anime/9/33841.jpg,OVA ONA SPECIAL,Action Adventure Mystery Supernatural Drama Magic Romance Fantasy Shounen,404
Tatakau Shisho: The Book of Bantorra,27,https://myanimelist.net/anime/6758/Tatakau_Shisho__The_Book_of_Bantorra,https://cdn.myanimelist.net/images/anime/13/22769.jpg,Fall 2009,Action Fantasy Seinen SuperPower,2700
Sword Gai The Animation,12,https://myanimelist.net/anime/27783/Sword_Gai_The_Animation,https://cdn.myanimelist.net/images/anime/7/89759.jpg,OVA ONA SPECIAL,Action Supernatural Seinen,9351
Rozen Maiden: Ouvertüre,2,https://myanimelist.net/anime/1719/Rozen_Maiden__Ouvertüre,https://cdn.myanimelist.net/images/anime/1/1719.jpg,OVA ONA SPECIAL,Action Comedy Drama Magic Seinen,972
Hakkenden: Touhou Hakken Ibun 2nd Season,13,https://myanimelist.net/anime/18055/Hakkenden__Touhou_Hakken_Ibun_2nd_Season,https://cdn.myanimelist.net/images/anime/10/50885.jpg,Summer 2013,Action Demons Supernatural Fantasy Shoujo,1192
Tales of Zestiria the Cross: Saiyaku no Jidai,1,https://myanimelist.net/anime/33558/Tales_of_Zestiria_the_Cross__Saiyaku_no_Jidai,https://cdn.myanimelist.net/images/anime/6/80723.jpg,OVA ONA SPECIAL,Action Adventure Magic Fantasy,2605
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,1,https://myanimelist.net/anime/15323/One_Piece__Episode_of_Nami_-_Koukaishi_no_Namida_to_Nakama_no_Kizuna,https://cdn.myanimelist.net/images/anime/5/41415.jpg,OVA ONA SPECIAL,Action Adventure Comedy Drama Fantasy Shounen SuperPower,381
Overlord Movie 2: Shikkoku no Eiyuu,1,https://myanimelist.net/anime/34428/Overlord_Movie_2__Shikkoku_no_Eiyuu,https://cdn.myanimelist.net/images/anime/5/87758.jpg,OVA ONA SPECIAL,Action Game Supernatural Magic Fantasy,1200
Sumomomo Momomo: Chijou Saikyou no Yome,22,https://myanimelist.net/anime/1568/Sumomomo_Momomo__Chijou_Saikyou_no_Yome,https://cdn.myanimelist.net/images/anime/8/2357.jpg,Fall 2006,Action Comedy Romance MartialArts Seinen,4172
Subarashiki Kono Sekai The Animation,12,https://myanimelist.net/anime/42307/Subarashiki_Kono_Sekai_The_Animation,https://cdn.myanimelist.net/images/anime/1016/111566.jpg,Spring 2021,Action Adventure,7834
Dragon Ball Movie 1: Shen Long no Densetsu,1,https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu,https://cdn.myanimelist.net/images/anime/1854/90339.jpg,OVA ONA SPECIAL,Action Adventure Comedy Fantasy Shounen SuperPower,4556
One Piece: Heart of Gold,1,https://myanimelist.net/anime/33338/One_Piece__Heart_of_Gold,https://cdn.myanimelist.net/images/anime/6/80109.jpg,OVA ONA SPECIAL,Action Adventure Comedy Drama Fantasy Shounen,1563
Break Blade 3: Kyoujin no Ato,1,https://myanimelist.net/anime/9252/Break_Blade_3__Kyoujin_no_Ato,https://cdn.myanimelist.net/images/anime/8/68083.jpg,OVA ONA SPECIAL,Action Military Fantasy Mecha Shounen,842
Lupin III (2015),24,https://myanimelist.net/anime/27947/Lupin_III_2015,https://cdn.myanimelist.net/images/anime/9/75949.jpg,Fall 2015,Action Adventure Comedy Mystery Seinen,656
